Course Name,URL,Course ID
食品儀器分析 (FOOD7206),https://cool.ntu.edu.tw/courses/9202,9202
力學習題演練上 (PHYS2017-01),https://cool.ntu.edu.tw/courses/9220,9220
免疫與發炎生物學新知 (LS5099),https://cool.ntu.edu.tw/courses/9244,9244
免疫學 (LS5014),https://cool.ntu.edu.tw/courses/9243,9243
經濟學英文寫作基礎 (ECON5091),https://cool.ntu.edu.tw/courses/9245,9245
區塊鏈導論 (CSIE5300),https://cool.ntu.edu.tw/courses/9248,9248
高等生物統計法一 (AGRON5002),https://cool.ntu.edu.tw/courses/9249,9249
機器學習安全特論 (CSIE5436),https://cool.ntu.edu.tw/courses/9252,9252
浪漫時期英國文學 (FL3002),https://cool.ntu.edu.tw/courses/9250,9250
英文(附二小時英聽)一 (FL1009-03),https://cool.ntu.edu.tw/courses/9253,9253
棒球初級 (PE2097-03),https://cool.ntu.edu.tw/courses/9300,9300
十七世紀東亞海域與臺灣 (HIST5120),https://cool.ntu.edu.tw/courses/9308,9308
理論生態學導論 (EEB5096),https://cool.ntu.edu.tw/courses/9312,9312
氣候變遷衝擊與因應 (AGEC5038),https://cool.ntu.edu.tw/courses/9321,9321
日文二上 (JPNL3047-02),https://cool.ntu.edu.tw/courses/9330,9330
日文上 (JPNL1001-01),https://cool.ntu.edu.tw/courses/9332,9332
日文一上 (JPNL2017-13),https://cool.ntu.edu.tw/courses/9333,9333
日文一上 (JPNL2017-18),https://cool.ntu.edu.tw/courses/9334,9334
統計方法 (LING7008),https://cool.ntu.edu.tw/courses/9358,9358
語音學專題獨立研究 (LING7108),https://cool.ntu.edu.tw/courses/9362,9362
作業管理研討（一） (MBA8028),https://cool.ntu.edu.tw/courses/9379,9379
代數一 (MATH5178),https://cool.ntu.edu.tw/courses/9385,9385
社會學甲上 (SOC1004),https://cool.ntu.edu.tw/courses/9403,9403
會計審計法規 (ACC3007),https://cool.ntu.edu.tw/courses/9417,9417
產業風險評估與管理 (IE5026),https://cool.ntu.edu.tw/courses/9432,9432
投資學 (IB3004),https://cool.ntu.edu.tw/courses/9438,9438
應用數學一 (ATMSCI2011),https://cool.ntu.edu.tw/courses/9435,9435
總體經濟學上 (ECON2020-01),https://cool.ntu.edu.tw/courses/9447,9447
教育心理學 (EDUTCH5102-01),https://cool.ntu.edu.tw/courses/9451,9451
分析化學一 (CHEM2007),https://cool.ntu.edu.tw/courses/9461,9461
應用數學一 (AM7006),https://cool.ntu.edu.tw/courses/9462,9462
地球化學分析與實務 (GEO5145),https://cool.ntu.edu.tw/courses/9479,9479
食品安全與健康專題討論一 (IFSH7001),https://cool.ntu.edu.tw/courses/9497,9497
法文社會科學文獻選讀專題 (PS5013),https://cool.ntu.edu.tw/courses/9511,9511
生涯發展與規劃(一) (MGT1005),https://cool.ntu.edu.tw/courses/9549,9549
Python程式設計 (DATA5006-02),https://cool.ntu.edu.tw/courses/9546,9546
Python程式設計 (DATA5006-01),https://cool.ntu.edu.tw/courses/9545,9545
Python程式設計 (DATA5006-03),https://cool.ntu.edu.tw/courses/9547,9547
生物晶片技術概論 (EE5107),https://cool.ntu.edu.tw/courses/9574,9574
生物科學通論 (LS1020),https://cool.ntu.edu.tw/courses/9577,9577
總體經濟學上 (ECON2020-04),https://cool.ntu.edu.tw/courses/9587,9587
基礎生醫影像處理技術 (DBME5018),https://cool.ntu.edu.tw/courses/9601,9601
